,cupy_profile_10::Probabilities::Post,cupy_profile_10::Probabilities::3rdStair,cupy_profile_10::Probabilities::2ndStair,cupy_profile_10::Probabilities::1stStair,cupy_profile_10::Probabilities::Pre,cupy_profile_10::FrameCount,cupy_profile_10::SpaceStep,cupy_profile_10::TimeStep,cupy_profile_10::PointCount,cupy_profile_10::RegionLength::Post,cupy_profile_10::RegionLength::3rdStair,cupy_profile_10::RegionLength::2ndStair,cupy_profile_10::RegionLength::1stStair,cupy_profile_10::RegionLength::Pre,cupy_profile_11::Probabilities::Post,cupy_profile_11::Probabilities::3rdStair,cupy_profile_11::Probabilities::2ndStair,cupy_profile_11::Probabilities::1stStair,cupy_profile_11::Probabilities::Pre,cupy_profile_11::FrameCount,cupy_profile_11::SpaceStep,cupy_profile_11::TimeStep,cupy_profile_11::PointCount,cupy_profile_11::RegionLength::Post,cupy_profile_11::RegionLength::3rdStair,cupy_profile_11::RegionLength::2ndStair,cupy_profile_11::RegionLength::1stStair,cupy_profile_11::RegionLength::Pre,packetStartX,packetStartY,initialWaveNumber,standardDeviation
28,3.3473237587896883e-46,4.370544664751521e-27,2.5927784493033266e-13,0.00015575778797539573,0.9998442422117652,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.305402864861873e-46,4.356463470348328e-27,3.068294974264406e-13,0.00015575778797121553,0.9998442422117219,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
29,4.287994433604373e-46,5.1832019560754516e-27,2.88151129992003e-13,0.00016424449672292047,0.9998357555029894,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.232834236736124e-46,5.166166762171076e-27,3.4154200802289647e-13,0.0001642444967181888,0.9998357555029405,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
30,5.4954922541391496e-46,6.14780101183776e-27,3.2029841017865645e-13,0.00017316865695949868,0.9998268313427204,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,5.422976184172758e-46,6.1272194539234025e-27,3.8016271377451606e-13,0.00017316865695414199,0.9998268313426657,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
31,7.04609861511008e-46,7.292856568485583e-27,3.560832461016425e-13,0.00018255120938355895,0.9998174487902605,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.950844505875308e-46,7.268021721329214e-27,4.23128220668783e-13,0.0001825512093774887,0.9998174487901993,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
32,9.038043865885052e-46,8.6522459364984e-27,3.959161974250794e-13,0.00019241399808316405,0.9998075860015211,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.913018302312293e-46,8.622314884175442e-27,4.709233875333509e-13,0.00019241399807628254,0.9998075860014529,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
33,1.1597856313654455e-45,1.0266218411246481e-26,4.4025842736329165e-13,0.0002027798101475939,0.9997972201894119,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.1433872339931703e-45,1.0230186942837725e-26,5.240866017762974e-13,0.0002027798101397983,0.9997972201893357,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
34,1.4888554859556184e-45,1.218259406937157e-26,4.89621249385776e-13,0.00021367240601192705,0.9997863275934984,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.4673618018479115e-45,1.2139266828387714e-26,5.832155963529325e-13,0.0002136724060031085,0.9997863275934137,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
35,1.912022274562063e-45,1.445818791737535e-26,5.44567389471596e-13,0.00022511655266711637,0.9997748834467882,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.8838679962224493e-45,1.440614322024609e-26,6.48973892232737e-13,0.00022511655265715336,0.9997748834466939,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
36,2.4563656946127617e-45,1.7160501999224247e-26,6.057127574678403e-13,0.0002371380638946399,0.9997628619354999,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.4195089209179466e-45,1.7098050407523004e-26,7.220979457976223e-13,0.0002371380638833901,0.9997628619353947,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
37,3.156798926405264e-45,2.0369735009219267e-26,6.737432235974579e-13,0.00024976383578287505,0.9997502361635435,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.108577150553769e-45,2.029487059152465e-26,8.034050422212897e-13,0.00024976383577017145,0.9997502361634266,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
38,4.058343755162558e-45,2.4181168892259526e-26,7.494184242915487e-13,0.0002630218805383694,0.9997369781187124,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.995286637682826e-45,2.4091511934185817e-26,8.938020179209219e-13,0.00026302188052402143,0.9997369781185824,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
39,5.2190685802863965e-45,2.870800408600017e-26,8.335901773230074e-13,0.00027694137087718254,0.999723058628289,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,5.136654623664526e-45,2.860073379351029e-26,9.942949395973e-13,0.00027694137086097957,0.9997230586281445,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
40,6.713882756126942e-45,3.4084726742028947e-26,9.272070829620213e-13,0.0002915526845680691,0.9997084473145045,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.606223183799592e-45,3.3956502246468476e-26,1.1059998091502897e-12,0.00029155268454978203,0.9997084473143442,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
41,8.639437037914894e-45,4.047110601740723e-26,1.0313180386092768e-12,0.0003068874389427488,0.9996931125600259,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.498865248717715e-45,4.031797377357006e-26,1.230154359531166e-12,0.00030688743892212525,0.9996931125598475,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
42,1.1120453468952153e-44,4.8056940682482214e-26,1.1470813553364909e-12,0.0003229785337506715,0.9996770214651023,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.09369920501971e-44,4.7874226312711417e-26,1.3681311196266592e-12,0.0003229785337274277,0.9996770214649044,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
43,1.431790233171137e-44,5.70676941240908e-26,1.2757767139254131e-12,0.0003398601994622506,0.9996601397992617,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.4078571357505476e-44,5.684987739534703e-26,1.5214518742532282e-12,0.00033986019943606173,0.9996601397990424,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
44,1.8439565168539583e-44,6.777117850232575e-26,1.4188207878065636e-12,0.00035756803505659484,0.9996424319635246,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.812748484974428e-44,6.751175245184978e-26,1.6918035930893004e-12,0.0003575680350270914,0.9996424319632807,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
45,2.3753681399381247e-44,8.048548052021753e-26,1.577793578143922e-12,0.0003761390518807693,0.9996238609465414,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.3346908362934964e-44,8.017680127622703e-26,1.881056046737313e-12,0.00037613905184753646,0.9996238609462712,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
46,3.060658005762226e-44,9.558835369280146e-26,1.7544465999706336e-12,0.00039561172844104926,0.9996043882698042,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.007659872228189e-44,9.522149693167616e-26,2.0912813146535816e-12,0.0003956117284036269,0.9996043882695048,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
47,3.944546004118603e-44,1.135283419592665e-25,1.950716378177934e-12,0.00041602605669840536,0.9995839739413508,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.8755227591021746e-44,1.1309298945311372e-25,2.3247752847389537e-12,0.00041602605665628465,0.9995839739410192,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
48,5.084782276100138e-44,1.3483798202759237e-25,2.168779085913681e-12,0.00043742358373381345,0.9995625764140971,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.994923657486843e-44,1.343223404973227e-25,2.584081355787457e-12,0.00043742358368642785,0.9995625764137291,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
49,6.555950212098407e-44,1.6014960314705463e-25,2.4109922969384746e-12,0.0004598474653801457,0.999540152532209,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.43901202509751e-44,1.5954023016336428e-25,2.8720166599160346e-12,0.0004598474653268593,0.9995401525318013,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
50,8.454380247171431e-44,1.9021458498627087e-25,2.679946784496198e-12,0.0004833425190153275,0.9995166574783046,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.302259846888939e-44,1.894955923380243e-25,3.1917009946920753e-12,0.0004833425189554227,0.9995166574778531,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
51,1.0904498660830708e-43,2.259275796855216e-25,2.9786753774878343e-12,0.0005079552658140714,0.9994920447312069,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.0706685649819589e-43,2.2507771728116826e-25,3.5465886680730645e-12,0.0005079552657467415,0.9994920447307065,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
52,1.4067030736935463e-43,2.6835817139510686e-25,3.3102991971482808e-12,0.0005337339858181967,0.9994662660108717,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.380989646974685e-43,2.67342472203871e-25,3.940503698271531e-12,0.0005337339857425404,0.9994662660103171,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
53,1.8149599775519446e-43,3.187932159350012e-25,3.678401583175897e-12,0.0005607287811511332,0.9994392712151703,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.7815478723425533e-43,3.1754340306967896e-25,4.377678693107292e-12,0.0005607287810661489,0.9994392712145562,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
54,2.342042057801303e-43,3.7879189105539626e-25,4.086961847284431e-12,0.0005889916229969001,0.999411008372916,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.2986423059210154e-43,3.771686079483127e-25,4.862797593655085e-12,0.0005889916229014741,0.9994110083722358,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
55,3.0225990569002394e-43,4.502480079388225e-25,4.540350146764693e-12,0.0006185764020239315,0.999381423593436,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.966246890754017e-43,4.479844555778452e-25,5.401042799693366e-12,0.0006185764019168217,0.9993814235926821,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
56,3.901394521220041e-43,5.354325566626058e-25,5.043399670233668e-12,0.000649538993058539,0.9993504610018982,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.8282512957968075e-43,5.320874216888109e-25,5.998147217682081e-12,0.0006495389929383557,0.9993504610010637,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
57,5.036258244268566e-43,6.36943946591023e-25,5.601461919089645e-12,0.0006819373083001917,0.9993180626860981,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.941355749233041e-43,6.319655229752197e-25,6.660451504963336e-12,0.0006819373081653774,0.9993180626851739,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
58,6.501899952816542e-43,7.574192202712197e-25,6.220455624866626e-12,0.0007158313460384106,0.9992841686477411,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.378810499447835e-43,7.505711162547951e-25,7.394967062628165e-12,0.0007158313458872255,0.9992841686467179,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
59,8.394835313875798e-43,8.987720393213865e-25,6.906929159938474e-12,0.0007512832584830957,0.9992487167346104,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.235246229067002e-43,8.914071762647404e-25,8.209445584391514e-12,0.0007512832583135998,0.9992487167334771,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
